Quote No.;Status;Status Reason;Quote Date;CRM-Status;Customer No.;ZIP;Date for Follow-Up;Followed up on;Person in Charge; Value of Quotation ;Probability (%);Order No.;Responsible;Representative;Customer Ref.;Prod. Category (Text);Prod. Master Class (Text);Scoring Automation;Scoring Tool- & Workholding
1023898;5) Quote not realized;Price/Project not realized;17.07.2024;5) Lost customer;52969;271 39;;;2; 485 803 kr ;100%;;Sales representative;111;MFRS-A1-050 800x800;4 - Stationary Workholding;406 - Magnetic Clamp. Techn. Special;4 - Casual customer;4 - Casual customer
1023896;4) Order received;Order is entered;16.07.2024;4) Buying customer;52191;825 30;;;11; 3 650 000 kr ;100%;107008;Sales representative;103;5179/FW/JS/Andritz/Uppspänning;8 - Lathe Chucks;8XO - Power Chucks Special;4 - Casual customer;4 - Casual customer
1023897;5) Quote not realized;Replaced by a new quotation;16.07.2024;4) Buying customer;52191;825 30;;;2; 3 200 000 kr ;100%;;Sales representative;103;5179/FW/JS/Andritz/Uppspänning;8 - Lathe Chucks;8XO - Power Chucks Special;4 - Casual customer;4 - Casual customer
1023894;4) Order received;Order is entered;15.07.2024;4) Buying customer;4125;784 84;;;2; 146 776 kr ;100%;106851;Sales representative;104;Reparations case 9052 SBX;3 - Automation Standard;3MS;4 - Casual customer;2 - Prospect customer
1023895;5) Quote not realized;Quote validity is expired;15.07.2024;4) Buying customer;1023;737 30;;;2; 45 861 kr ;100%;;Sales representative;103;HSK-A-125 hållare;2 - Toolholding Systems;2TS - TENDO;4 - Casual customer;2 - Prospect customer
1023874;5) Quote not realized;Quote validity is expired;15.07.2024;4) Buying customer;50645;632 17;;;2; 2 117 kr ;;;Sales representative;104;RC 717809;3 - Automation Standard;3SO - Service Automation Components;4 - Casual customer;4 - Casual customer
1023890;4) Order received;Order is entered;12.07.2024;4) Buying customer;4287;973 47;;12.07.2024;2; 3 164 kr ;100%;106824;Sales representative;104;1511733;3 - Automation Standard;3RK;4 - Casual customer;4 - Casual customer
1023891;4) Order received;Order is entered;12.07.2024;4) Buying customer;2468;421 32;;;2; 125 819 kr ;100%;106840;Sales representative;102;Ny offert;8 - Lathe Chucks;8XS - Power Chucks Standard;2 - Prospect customer;1 - Top customer
1023892;5) Quote not realized;Price/Project not realized;12.07.2024;4) Buying customer;1673;446 37;;06.09.2024;4; 115 645 kr ;100%;;Sales representative;107;5309/FW/JR/Brogren/Pendelbacka;1 - Chuck Jaws;1XO - Jaws Standard;4 - Casual customer;2 - Prospect customer
1023893;4) Order received;Order is entered;12.07.2024;4) Buying customer;1018;385 34;;;7; 5 012 kr ;100%;106831;Sales representative;105;Polplatta;3 - Automation Standard;3ZO - Accessories Automation;1 - Top customer;2 - Prospect customer
1023888;5) Quote not realized;Price/Project not realized;11.07.2024;4) Buying customer;1020;151 38;;06.09.2024;2; 11 889 kr ;100%;;Sales representative;118;Vero-S blindcoupling;4 - Stationary Workholding;404 - Quick change pallet syst. spec.;1 - Top customer;1 - Top customer
1023887;4) Order received;Order is entered;11.07.2024;4) Buying customer;1038;747 44;;;2; 2 017 kr ;100%;106821;Sales representative;104;Vacuumvakt;3 - Automation Standard;3MS;2 - Prospect customer;1 - Top customer
1023885;4) Order received;Order is entered;10.07.2024;4) Buying customer;1224;541 34;;;3; 985 kr ;100%;106820;Sales representative;109;Offert;3 - Automation Standard;3MS;1 - Top customer;1 - Top customer
1023884;5) Quote not realized;Quote validity is expired;10.07.2024;4) Buying customer;3194;633 46;;;2; 79 442 kr ;100%;;Sales representative;103;Offert;1 - Chuck Jaws;1XO - Jaws Standard;4 - Casual customer;2 - Prospect customer
1023883;4) Order received;Order is entered;10.07.2024;4) Buying customer;50524;646 93;;;3; 20 297 kr ;100%;106806;Sales representative;106;Offert;3 - Automation Standard;3MS;4 - Casual customer;4 - Casual customer
1023880;5) Quote not realized;Quote validity is expired;10.07.2024;4) Buying customer;52373;541 36;;;2; 32 400 kr ;100%;;Sales representative;107;Skruvar;A - General;ALG - General;2 - Prospect customer;2 - Prospect customer
1023886;5) Quote not realized;Quote for information purposes;10.07.2024;4) Buying customer;52355;522 35;;10.07.2024;2; 38 462 kr ;100%;;Sales representative;109;BSWS-R;3 - Automation Standard;3ZO - Accessories Automation;4 - Casual customer;4 - Casual customer
1023790;4) Order received;Order is entered;09.07.2024;5) Lost customer;51580;714 37;;;7; 58 609 kr ;100%;107038;Sales representative;104;offert 2 / FMP-i-SVK 1432;3 - Automation Standard;3MS;4 - Casual customer;4 - Casual customer
1023788;4) Order received;Order is entered;09.07.2024;5) Lost customer;51580;714 37;;;7; 84 523 kr ;100%;107039;Sales representative;104;FMP-i-SVK 1432;3 - Automation Standard;3MS;4 - Casual customer;4 - Casual customer
1023881;5) Quote not realized;Replaced by a new quotation;09.07.2024;4) Buying customer;52191;825 30;;;2; 4 837 466 kr ;100%;;Sales representative;103;5179/FW/JS/Andritz/Uppspänning;4 - Stationary Workholding;404 - Quick change pallet syst. spec.;4 - Casual customer;4 - Casual customer
1023882;4) Order received;Order is entered;09.07.2024;4) Buying customer;1020;151 38;;;2; 5 540 kr ;100%;106809;Sales representative;106;1510601;3 - Automation Standard;3ZO - Accessories Automation;1 - Top customer;1 - Top customer
1023875;5) Quote not realized;Replaced by a new quotation;09.07.2024;4) Buying customer;1026;731 36;;;3; 6 655 kr ;100%;;Sales representative;104;Offert;3 - Automation Standard;3ZO - Accessories Automation;1 - Top customer;2 - Prospect customer
1023879;4) Order received;Order is entered;08.07.2024;4) Buying customer;1261;295 31;;;3; 34 680 kr ;100%;106808;Sales representative;105;Offert;3 - Automation Standard;3RW;1 - Top customer;4 - Casual customer
1023872;5) Quote not realized;Project not materialized;08.07.2024;4) Buying customer;1612;531 60;;;3;;100%;;Sales representative;-;2240424;;;2 - Prospect customer;4 - Casual customer
1023876;4) Order received;Order is entered;08.07.2024;4) Buying customer;1036;572 36;;;2; 22 612 kr ;100%;106781;Sales representative;106;1510323;3 - Automation Standard;3MS;2 - Prospect customer;4 - Casual customer
1023877;5) Quote not realized;Price/Project not realized;08.07.2024;4) Buying customer;1640;392 39;;14.01.2025;11; 28 434 kr ;100%;;Sales representative;111;5314/JH/JS/Beros/Tribos specia;2 - Toolholding Systems;2PS - TRIBOS;2 - Prospect customer;1 - Top customer
1023878;5) Quote not realized;Quote for information purposes;08.07.2024;4) Buying customer;51817;431 53;;16.08.2024;2; 18 630 kr ;100%;;Sales representative;109;Offert;3 - Automation Standard;3GP - Gripping Modules pneumatic;4 - Casual customer;4 - Casual customer
1023867;4) Order received;Order is entered;05.07.2024;4) Buying customer;50682;293 38;;;2; 545 280 kr ;100%;106741;Sales representative;105;Offert;3 - Automation Standard;3GP - Gripping Modules pneumatic;4 - Casual customer;4 - Casual customer
1023868;4) Order received;Order is entered;05.07.2024;4) Buying customer;51773;393 56;;;8; 59 202 kr ;100%;106762;Sales representative;105;FT Axia 80;3 - Automation Standard;3RF;4 - Casual customer;4 - Casual customer
1023869;4) Order received;Order is entered;05.07.2024;5) Lost customer;50688;721 37;;10.09.2024;2; 149 760 kr ;100%;107389;Sales representative;104;Offert;3 - Automation Standard;3GP - Gripping Modules pneumatic;4 - Casual customer;4 - Casual customer
1023871;4) Order received;Order is entered;05.07.2024;4) Buying customer;52952;436 32;;;2; 1 338 kr ;100%;106751;Sales representative;109;Givare;3 - Automation Standard;3ZO - Accessories Automation;4 - Casual customer;4 - Casual customer
1023817;4) Order received;Order is entered;05.07.2024;4) Buying customer;50628;363 41;;23.08.2024;4; 57 612 kr ;100%;106805;Sales representative;105;PZN plus;3 - Automation Standard;3GP - Gripping Modules pneumatic;2 - Prospect customer;2 - Prospect customer
1023844;4) Order received;Order is entered;04.07.2024;4) Buying customer;4356;594 72;;16.08.2024;2; 355 263 kr ;100%;107136;Sales representative;106;VCAB Offert 2;3 - Automation Standard;3RW;2 - Prospect customer;2 - Prospect customer
1023866;5) Quote not realized;Quote for information purposes;04.07.2024;4) Buying customer;2468;421 32;;;3; 116 506 kr ;100%;;Sales representative;102;Offert;8 - Lathe Chucks;8XS - Power Chucks Standard;2 - Prospect customer;1 - Top customer
1001756;5) Quote not realized;Quote validity is expired;04.07.2024;4) Buying customer;1013;679;;;2; 218 209 kr ;100%;;Sales representative;202;Tilbud;3 - Automation Standard;3GP - Gripping Modules pneumatic;4 - Casual customer;2 - Prospect customer
1023863;4) Order received;Order is entered;04.07.2024;3) Qualified potential customer;53108;655 94;;16.07.2024;3; 12 348 kr ;100%;106837;Sales representative;104;Offert;3 - Automation Standard;3RW;4 - Casual customer;4 - Casual customer
1023864;4) Order received;Order is entered;04.07.2024;4) Buying customer;1020;151 38;;;2; 2 758 kr ;100%;106746;Sales representative;118;1509327;1 - Chuck Jaws;1XS - Jaws Special;1 - Top customer;1 - Top customer
1023865;4) Order received;Order is entered;04.07.2024;5) Lost customer;51367;692 35;;;2; 4 922 kr ;100%;106730;Sales representative;103;Reservdelar;4 - Stationary Workholding;405 - Magnetic Clamp. Tech. Std.;4 - Casual customer;4 - Casual customer
1023850;4) Order received;Order is entered;03.07.2024;4) Buying customer;1224;541 34;;;2; 375 937 kr ;100%;107174;Sales representative;107;Hydraulhållare;2 - Toolholding Systems;2TS - TENDO;1 - Top customer;1 - Top customer
1023860;4) Order received;Order is entered;03.07.2024;4) Buying customer;1141;737 30;;;11; 42 180 kr ;100%;106736;Sales representative;103;Base Jaw;8 - Lathe Chucks;8XS - Power Chucks Standard;2 - Prospect customer;2 - Prospect customer
1023861;5) Quote not realized;End cust. orders via distributor;03.07.2024;4) Buying customer;50361;895 40;;19.08.2024;11; 11 722 kr ;100%;;Sales representative;103;Backar & T-nuts;1 - Chuck Jaws;1XS - Jaws Special;4 - Casual customer;4 - Casual customer
1023856;4) Order received;Order is entered;03.07.2024;4) Buying customer;51865;128 30;;;3; 11 420 kr ;100%;106728;Sales representative;103;Offert;1 - Chuck Jaws;1XS - Jaws Special;4 - Casual customer;4 - Casual customer
1023858;4) Order received;Order is entered;03.07.2024;4) Buying customer;1020;151 38;;;2; 18 887 kr ;100%;106732;Sales representative;106;Offert;5 - Automation System Solutions;5BL - Assembly Groups;1 - Top customer;1 - Top customer
1023857;5) Quote not realized;Project not materialized;03.07.2024;4) Buying customer;50414;335 32;;04.07.2024;2; 68 201 kr ;100%;;Sales representative;105;Offert;5 - Automation System Solutions;5BL - Assembly Groups;4 - Casual customer;4 - Casual customer
1023843;4) Order received;Order is entered;02.07.2024;4) Buying customer;4356;594 72;;;2; 619 803 kr ;100%;106704;Sales representative;106;VCAB Offert 1;3 - Automation Standard;3RW;2 - Prospect customer;2 - Prospect customer
1023851;4) Order received;Order is entered;02.07.2024;4) Buying customer;4300;335 32;;;2; 20 983 kr ;100%;106700;Sales representative;105;Offert;3 - Automation Standard;3DP - Rotary Modules pneumatic;4 - Casual customer;2 - Prospect customer
1023852;4) Order received;Order is entered;02.07.2024;4) Buying customer;2910;574 53;;;4; 498 205 kr ;100%;106684;Sales representative;118;5296/FW/Holsby Metall/Dorn för;2 - Toolholding Systems;2XO - Hydraulics Special;2 - Prospect customer;4 - Casual customer
1023853;4) Order received;Order is entered;02.07.2024;4) Buying customer;1672;414 74;;;11; 14 830 kr ;100%;106701;Sales representative;107;Hållare;2 - Toolholding Systems;2TS - TENDO;4 - Casual customer;1 - Top customer
1023849;4) Order received;Order is entered;02.07.2024;4) Buying customer;52316;721 36;;;3; 49 541 kr ;100%;106791;Sales representative;104;Offert;3 - Automation Standard;3RF;4 - Casual customer;4 - Casual customer
1023854;5) Quote not realized;Quote validity is expired;02.07.2024;4) Buying customer;2213;736 32;;;3; 5 251 kr ;100%;;Sales representative;103;Offert;8 - Lathe Chucks;8XS - Power Chucks Standard;4 - Casual customer;4 - Casual customer
1023855;4) Order received;Order is entered;02.07.2024;4) Buying customer;51940;432 95;;09.07.2024;2; 600 000 kr ;100%;106786;Sales representative;107;Fixturer;4 - Stationary Workholding;402 - Workholding systems special;4 - Casual customer;2 - Prospect customer
1023814;5) Quote not realized;Quote for information purposes;01.07.2024;4) Buying customer;1020;151 38;;;2; 680 534 kr ;100%;;Sales representative;118;Reservdelar;4 - Stationary Workholding;402 - Workholding systems special;1 - Top customer;1 - Top customer
1023845;5) Quote not realized;Price/Project not realized;01.07.2024;5) Lost customer;3843;312 34;;21.10.2024;11; 69 513 kr ;100%;;Sales representative;111;KSC3 125-160;4 - Stationary Workholding;401 - Clamping systems Std.;4 - Casual customer;4 - Casual customer
1023846;4) Order received;Order is entered;01.07.2024;4) Buying customer;1015;641 30;;;3; 30 800 kr ;100%;106758;Sales representative;106;Offert;3 - Automation Standard;3GP - Gripping Modules pneumatic;2 - Prospect customer;4 - Casual customer
1023847;4) Order received;Order is entered;01.07.2024;4) Buying customer;2563;261 51;;;3; 9 132 kr ;100%;106760;Sales representative;105;Offert;3 - Automation Standard;3ZO - Accessories Automation;2 - Prospect customer;2 - Prospect customer
1023848;5) Quote not realized;Quote for information purposes;01.07.2024;4) Buying customer;2458;456 34;;16.08.2024;3; 78 240 kr ;100%;;Sales representative;109;Offert;3 - Automation Standard;3GP - Gripping Modules pneumatic;2 - Prospect customer;4 - Casual customer
1023840;4) Order received;Order is entered;01.07.2024;4) Buying customer;51021;223 70;;;3; 11 680 kr ;100%;106650;Sales representative;105;Offert;3 - Automation Standard;3MS;4 - Casual customer;4 - Casual customer
1023842;4) Order received;Order is entered;01.07.2024;4) Buying customer;50414;335 32;;;2; 47 339 kr ;100%;106708;Sales representative;105;Reparations case 9030;5 - Automation System Solutions;5SK - Special components;4 - Casual customer;4 - Casual customer
1023841;5) Quote not realized;Quote for information purposes;01.07.2024;4) Buying customer;3560;574 91;;16.08.2024;3; 3 766 kr ;100%;;Sales representative;106;Offert;3 - Automation Standard;3ZO - Accessories Automation;4 - Casual customer;2 - Prospect customer
1023838;4) Order received;Order is entered;01.07.2024;4) Buying customer;50142;695 32;;;11; 21 882 kr ;100%;106657;Sales representative;103;Hållare;2 - Toolholding Systems;2CS - CELSIO;4 - Casual customer;2 - Prospect customer
1023839;5) Quote not realized;Quote for information purposes;01.07.2024;4) Buying customer;2783;293 34;;;3; 11 356 kr ;100%;;Sales representative;105;Offert;3 - Automation Standard;3MS;4 - Casual customer;4 - Casual customer
1023774;4) Order received;Order is entered;01.07.2024;4) Buying customer;1243;415 50;;01.07.2024;4; 451 598 kr ;100%;107193;Sales representative;107;5277/FW/SKF Sverige MAIN SPIND;8 - Lathe Chucks;8XS - Power Chucks Standard;1 - Top customer;2 - Prospect customer
1023826;5) Quote not realized;Project not materialized;28.06.2024;4) Buying customer;1020;151 38;;;2; 50 879 kr ;100%;;Sales representative;118;Offert;8 - Lathe Chucks;8XS - Power Chucks Standard;1 - Top customer;1 - Top customer
1023827;5) Quote not realized;Quote validity is expired;28.06.2024;4) Buying customer;1305;811 34;;;4; 52 754 kr ;100%;;Sales representative;103;Rapido backar;1 - Chuck Jaws;1XO - Jaws Standard;2 - Prospect customer;1 - Top customer
1023828;5) Quote not realized;Quote validity is expired;28.06.2024;4) Buying customer;2503;418 78;;16.08.2024;2; 11 971 kr ;100%;;Sales representative;109;Offert;3 - Automation Standard;3ZO - Accessories Automation;2 - Prospect customer;4 - Casual customer
1023829;4) Order received;Order is entered;28.06.2024;4) Buying customer;1141;737 30;;02.07.2024;2; 3 876 kr ;100%;106665;Sales representative;103;Offert;1 - Chuck Jaws;1XS - Jaws Special;2 - Prospect customer;2 - Prospect customer
1023830;5) Quote not realized;Quote validity is expired;28.06.2024;4) Buying customer;2805;541 34;;16.08.2024;2; 32 208 kr ;100%;;Sales representative;109;Offert;3 - Automation Standard;3RW;1 - Top customer;2 - Prospect customer
1023831;4) Order received;Order is entered;28.06.2024;4) Buying customer;1049;461 81;;;11; 40 000 kr ;100%;106648;Sales representative;107;ROTA-S plus 2.0 160-42 C4-VP1;8 - Lathe Chucks;810 - Manual Chucks;2 - Prospect customer;2 - Prospect customer
